OBJECTID,Join_Count,state,city,name,holc_id,holc_grade,neighborho,miss_retire,miss_operate,miss_type,miss_np,Year_Of_Operation,new_type_coal_oil,new_type_ff,nameplate,ff_nameplate,co_nameplate,Peaker_plant,Shape_Length,Shape_Area
1,0,AL,Birmingham,Mountain Brook Estates and Country Club Gardens (outside city limits),A1,A,244,0,0,0,0,0,0,0,0,0,0,0,17957.20178,4751180.255
2,0,AL,Birmingham,"Redmont Park, Rockridge Park, Warwick Manor, and southern portion of Milner Heights",A2,A,193,0,0,0,0,0,0,0,0,0,0,0,10126.03481,2667053.08
3,0,AL,Birmingham,"Colonial Hills, Pine Crest (outside city limits)",A3,A,206,0,0,0,0,0,0,0,0,0,0,0,5155.208352,1241921.15
4,0,AL,Birmingham,"Grove Park, Hollywood, Mayfair, and Edgewood sections of Home-wood, Alabama (an incorporated community)",B1,B,203,0,0,0,0,0,0,0,0,0,0,0,14854.33617,4536718.552
5,1,AL,Birmingham,Best section of Woodlawn Highlands,B10,B,189,0,0,0,0,0,0,1,25,25,0,0,1863.065959,158420.9832
6,0,AL,Birmingham,College Hills,B11,B,219,0,0,0,0,0,0,0,0,0,0,0,2539.494601,449959.3247
7,0,AL,Birmingham,Fairfield Highlands,B12,B,227,0,0,0,0,0,0,0,0,0,0,0,5457.585921,767420.9081
8,0,AL,Birmingham,Red Acres,B13,B,202,0,0,0,0,0,0,0,0,0,0,0,3335.566577,432076.8474
9,1,AL,Birmingham,Roebuck Springs (outside of city limits of Birmingham),B14,B,187,0,0,0,0,0,0,1,25,25,0,0,5859.921983,1646251.016
10,0,AL,Birmingham,Better part of Crestline Heights (outside of city limits),B15,B,194,0,0,0,0,0,0,0,0,0,0,0,1688.140106,144492.4486
11,0,AL,Birmingham,White dairy section (outside city limits),B16,B,205,0,0,0,0,0,0,0,0,0,0,0,2000.727698,136674.9091
12,0,AL,Birmingham,Forrest Park,B2,B,191,0,0,0,0,0,0,0,0,0,0,0,8086.321549,1925618.793
13,0,AL,Birmingham,First Addition to South Highlands,B3,B,195,0,0,0,0,0,0,0,0,0,0,0,3933.008398,490133.4578
14,0,AL,Birmingham,Lakeview Park (outside city limits),B4,B,243,0,0,0,0,0,0,0,0,0,0,0,4280.205435,500424.9986
15,0,AL,Birmingham,"Highland Avenue, Milner Heights, and Milner Crescent",B5,B,192,0,0,0,0,0,0,0,0,0,0,0,8032.618523,1363383.024
16,0,AL,Birmingham,"Bush Hills, Ridgewood Park, Owenton-Ensley Highlands, Virginia Heights, and Highland Lake Company Surveys",B6,B,221,0,0,0,0,0,0,0,0,0,0,0,5739.460136,1095657.8
17,0,AL,Birmingham,Arlington,B7,B,229,0,0,0,0,0,0,0,0,0,0,0,1938.108004,224120.6133
18,0,AL,Birmingham,"Belview Heights, Central Park Highlands",B8,B,226,0,0,0,0,0,0,0,0,0,0,0,2736.917802,415366.821
19,1,AL,Birmingham,Howard College Estates,B9,B,186,0,0,0,0,0,0,1,25,25,0,0,2025.088582,179076.3686
20,0,AL,Birmingham,"Norwood, Druid Hill, Walnut Hill",C1,C,214,0,0,0,0,0,0,0,0,0,0,0,7338.805453,1224065.947
21,0,AL,Birmingham,Avondale and Avonwood,C10,C,190,0,0,0,0,0,0,0,0,0,0,0,7687.599516,925403.8178
22,0,AL,Birmingham,"South side (west of 20th St.) Glen Iris, Idlewild, Glenwild",C11,C,200,0,0,0,0,0,0,0,0,0,0,0,6947.057677,2354775.412
23,0,AL,Birmingham,"Edgemont section of Homewood, Ala. (an incorporated community)",C12,C,242,0,0,0,0,0,0,0,0,0,0,0,7778.749434,1670968.344
24,0,AL,Birmingham,Northeastern portion of Homewood (an incorporated community),C13,C,199,0,0,0,0,0,0,0,0,0,0,0,3521.069664,408026.9301
25,0,AL,Birmingham,Outlying portions of Ensley Highlands from Ensley Ave. northeast to McLendon Park including Fairview,C14,C,220,0,0,0,0,0,0,0,0,0,0,0,13763.68946,2196476.7
26,0,AL,Birmingham,Birmingham - Ensley survey and Central Park south of Warrior Rd.,C15,C,225,0,0,0,0,0,0,0,0,0,0,0,11991.19498,3119083.664
27,0,AL,Birmingham,Better residential section of Ensley and residential area around school in Fairfield (outside of city limits),C16,C,224,0,0,0,0,0,0,0,0,0,0,0,9644.493974,1500667.989
28,0,AL,Birmingham,Interurban Heights & Forest Hills (outside of both Fairfield and Birmingham city limits),C17,C,235,0,0,0,0,0,0,0,0,0,0,0,4654.243784,1097797.082
29,0,AL,Birmingham,Midfield (outside of city limits of both Fairfield and Birmingham),C18,C,234,0,0,0,0,0,0,0,0,0,0,0,3521.488693,664722.2643
30,0,AL,Birmingham,West end Highlands and Springfield (outside city limits),C19,C,232,0,0,0,0,0,0,0,0,0,0,0,4441.784217,713815.7424
31,0,AL,Birmingham,West End and Oakwood Place,C2,C,230,0,0,0,0,0,0,0,0,0,0,0,9537.339646,2180339.705
32,1,AL,Birmingham,"Crestline Heights, Overlook, McElwain (all outside of city limits)",C20,C,204,0,0,0,0,0,0,1,25,25,0,0,7621.794568,2711988.554
33,1,AL,Birmingham,Eastern section of Woodlawn and East Lake and Lakewood Park,C3,C,185,0,0,0,0,0,0,1,25,25,0,0,20104.49875,7046299.609
34,0,AL,Birmingham,Better portion of Ensley Highlands,C4,C,223,0,0,0,0,0,0,0,0,0,0,0,2870.403579,342245.7118
35,0,AL,Birmingham,Outlying portion of College Hills,C5,C,218,0,0,0,0,0,0,0,0,0,0,0,6790.857071,729498.633
36,1,AL,Birmingham,Outlying portion of Woodlawn Highlands,C6,C,188,0,0,0,0,0,0,1,25,25,0,0,6878.561808,1052160.257
37,1,AL,Birmingham,"Best portion of Inglenook, Boyles, and Tarrant City (Latter two are separate municipalities) Both outside city limits",C7,C,184,0,0,0,0,0,0,1,25,25,0,0,8742.444269,1774936.227
38,0,AL,Birmingham,North Birmingham,C8,C,212,0,0,0,0,0,0,0,0,0,0,0,7065.063387,807572.5271
39,0,AL,Birmingham,"Highland Avenue, east of Twentieth Street",C9,C,196,0,0,0,0,0,0,0,0,0,0,0,5914.337014,1053122.011
40,0,AL,Birmingham,"Outlying portions of Norwood, North Birmingham and Fountain Heights",D1,D,213,0,0,0,0,0,0,0,0,0,0,0,36589.18811,9268477.712
41,1,AL,Birmingham,"Irondale, Alabama (an incorporated community outside city limits of Birmingham)",D10,D,208,0,0,0,0,0,0,1,25,25,0,0,6000.621024,1745847.447
42,1,AL,Birmingham,Springdale (outside city limits),D11,D,207,0,0,0,0,0,0,1,25,25,0,0,2826.821675,472416.5202
43,0,AL,Birmingham,East Irondale Heights (outside city limits),D12,D,209,0,0,0,0,0,0,0,0,0,0,0,3715.818324,835825.3158
44,1,AL,Birmingham,Roebuck Highlands (outside city limits),D13,D,180,0,0,0,0,0,0,1,25,25,0,0,7281.411391,2841077.385
45,1,AL,Birmingham,Zion City & College Highlands (outside city),D14,D,181,0,0,0,0,0,0,1,25,25,0,0,10263.36313,4299903.795
46,1,AL,Birmingham,Tarrant Heights & Booker Wood Heights (outside city limits),D15,D,179,0,0,0,0,0,0,1,25,25,0,0,6834.24976,2014339.393
47,0,AL,Birmingham,"Pittsburgh Addition, Vulcan Heights, Bibb Addition",D16,D,175,0,0,0,0,0,0,0,0,0,0,0,9210.401831,1369899.055
48,0,AL,Birmingham,"Washington Heights, Ellenen City, Mountain View & Fairview (outside city limits)",D17,D,211,0,0,0,0,0,0,0,0,0,0,0,14142.52741,6483645.809
49,0,AL,Birmingham,"Acipco Highlands, Hooper City & Midtown (majority outside city limits)",D18,D,241,0,0,0,0,0,0,0,0,0,0,0,5638.269648,1407425.563
50,0,AL,Birmingham,Sandusky & Pratt City Highlands (outside city limits),D19,D,239,0,0,0,0,0,0,0,0,0,0,0,9601.025349,2635446.318
51,1,AL,Birmingham,"Woodlawn, East Lake & Gate City",D2,D,182,0,0,0,0,0,0,1,25,25,0,0,24753.47765,8774500.045
52,0,AL,Birmingham,"Sherman Heights, West Ensley, Katherwood Park, Gary-Ensley and Oakridge Addition (all outside of city limits)",D20,D,237,0,0,0,0,0,0,0,0,0,0,0,14011.8288,5243809.586
53,0,AL,Birmingham,Mason City (outside city limits),D21,D,233,0,0,0,0,0,0,0,0,0,0,0,3382.453279,519517.0201
54,0,AL,Birmingham,"Owenton, old portion of Graymont, Wylam, Pratt City, Ensley, Central Park, Fairview and Fairfield (all in city limits except Fairfield)",D3,D,222,0,0,0,0,0,0,0,0,0,0,0,58121.37442,14708663.12
55,1,AL,Birmingham,"Avondale, Kingston, East Birmingham and poorer sections of Inglenook and Tarrant City",D4,D,183,0,0,0,0,0,0,1,25,25,0,0,42329.66409,11714860.49
56,0,AL,Birmingham,Oldest portion of Southside,D5,D,197,0,0,0,0,0,0,0,0,0,0,0,6563.414793,1073335.185
57,0,AL,Birmingham,"Outlying portion of West End, southeastern portion of Elyton, Cleveland, and Powderly (Powderly outside of city limits)",D6,D,231,0,0,0,0,0,0,0,0,0,0,0,47487.179,15527100.36
58,0,AL,Birmingham,"Graymont, Smithfield and northeast portion of Elyton",D7,D,217,0,0,0,0,0,0,0,0,0,0,0,21085.14818,6086870.363
59,0,AL,Birmingham,Rosedale portion of Homewood (an incorporated community outside city limits of Birmingham),D8,D,198,0,0,0,0,0,0,0,0,0,0,0,5931.031705,1508048.121
60,1,AL,Birmingham,Collegeville,D9,D,210,0,0,0,0,0,0,1,25,25,0,0,7943.150359,2219002.171
61,0,AL,Mobile,Woodlawn,A1,A,3948,0,0,0,0,0,0,0,0,0,0,0,519.071636,16614.34508
62,0,AL,Mobile, ,A2,A,3929,0,0,0,0,0,0,0,0,0,0,0,742.737343,32991.6811
63,0,AL,Mobile,Beverly Hills,A3,A,3926,0,0,0,0,0,0,0,0,0,0,0,1190.05686,52618.26777
64,0,AL,Mobile,Carlin Street East,A4,A,7175,0,0,0,0,0,0,0,0,0,0,0,552.480499,12929.71492
65,0,AL,Mobile,Du Broca Tract,A5,A,3938,0,0,0,0,0,0,0,0,0,0,0,1075.987291,45157.16043
66,0,AL,Mobile,Roberts-Hunter Tract,A6,A,3933,0,0,0,0,0,0,0,0,0,0,0,740.149332,31093.54064
67,0,AL,Mobile,Ashland Place,B1,B,3949,0,0,0,0,0,0,0,0,0,0,0,1967.635428,220598.7684
68,0,AL,Mobile,Flo Claire,B2,B,3935,0,0,0,0,0,0,0,0,0,0,0,1341.642052,86779.99624
69,0,AL,Mobile,Park Terrace,B3,B,3934,0,0,0,0,0,0,0,0,0,0,0,3577.637785,195758.9646
70,0,AL,Mobile,Carlin Street East,B4,B,7176,0,0,0,0,0,0,0,0,0,0,0,4571.838452,258864.721
71,0,AL,Mobile,Silverwood,B5,B,3931,0,0,0,0,0,0,0,0,0,0,0,1344.345342,78247.78157
72,0,AL,Mobile,Fearn Way,B6,B,3925,0,0,0,0,0,0,0,0,0,0,0,1974.79633,109495.6839
73,0,AL,Mobile,Blacklawn,B7,B,3924,0,0,0,0,0,0,0,0,0,0,0,1104.233258,56309.159
74,0,AL,Mobile,Westwood - Homewood,B8,B,3947,0,0,0,0,0,0,0,0,0,0,0,1759.339174,110919.0508
75,0,AL,Mobile,Howell and Tuttle,C1,C,3939,0,0,0,0,0,0,0,0,0,0,0,3806.103908,654763.7653
76,0,AL,Mobile,"Demouy, Bienville, West End etc.",C2,C,3927,0,0,0,0,0,0,0,0,0,0,0,9754.656607,1172610.613
77,0,AL,Mobile,"Davis and Cates, Rapier Tract etc.",C3,C,3919,0,0,0,0,0,0,0,0,0,0,0,17873.38619,2232475.091
78,0,AL,Mobile,Carlin Street East,C4,C,7177,0,0,0,0,0,0,0,0,0,0,0,8608.891413,684850.0128
79,0,AL,Mobile,Carlin Street East,C5,C,7178,0,0,0,0,0,0,0,0,0,0,0,3306.106253,390391.7801
80,0,AL,Mobile,"Delacroix Place, Du Broca Tract etc.",C6,C,3944,0,0,0,0,0,0,0,0,0,0,0,10184.92082,1181656.1
81,0,AL,Mobile, ,C7,C,3913,0,0,0,0,0,0,0,0,0,0,0,8320.840093,750681.7407
82,0,AL,Mobile,Bon Air,D1,D,3946,0,0,0,0,0,0,0,0,0,0,0,4988.340415,722343.9111
83,0,AL,Mobile,Bescombe Tract,D2,D,3912,0,0,0,0,0,0,0,0,0,0,0,11626.36484,1232829.92
84,0,AL,Mobile,Bermuda Tract and Poe Subdivision,D3,D,3918,0,0,0,0,0,0,0,0,0,0,0,4558.780862,325497.9497
85,0,AL,Mobile, ,D4,D,3943,0,0,0,0,0,0,0,0,0,0,0,8204.011999,1228113.432
86,0,AL,Mobile,Bermuda Tract and Poe Subdivision,D5,D,3916,0,0,0,0,0,0,0,0,0,0,0,7671.580623,2164009.661
87,0,AL,Mobile,Orange Grove,D6,D,3915,0,0,0,0,0,0,0,0,0,0,0,23369.72184,3953093.369
88,0,AL,Mobile, , ,B,3920,0,0,0,0,0,0,0,0,0,0,0,483.052525,14497.7544
89,0,AL,Mobile, , ,B,3921,0,0,0,0,0,0,0,0,0,0,0,713.112397,29682.10685
90,0,AL,Mobile, , ,B,3922,0,0,0,0,0,0,0,0,0,0,0,861.411016,32200.38649
91,0,AL,Mobile, , ,B,3923,0,0,0,0,0,0,0,0,0,0,0,1378.862371,60036.5816
92,0,AL,Mobile, , ,C,3941,0,0,0,0,0,0,0,0,0,0,0,643.500733,21071.86206
93,0,AL,Mobile, , ,C,3942,0,0,0,0,0,0,0,0,0,0,0,1491.336456,49989.18047
94,0,AL,Mobile, , ,B,3945,0,0,0,0,0,0,0,0,0,0,0,1194.301242,51148.61423
95,0,AL,Mobile, , ,B,3951,0,0,0,0,0,0,0,0,0,0,0,1626.280515,96044.05353
96,0,AL,Montgomery, ,A1,A,3954,0,0,0,0,0,0,0,0,0,0,0,12331.55276,2518267.376
97,0,AL,Montgomery, ,A2,A,3955,0,0,0,0,0,0,0,0,0,0,0,2459.137937,362873.6633
98,0,AL,Montgomery, ,A3,A,3953,0,0,0,0,0,0,0,0,0,0,0,3209.210221,233968.0367
99,0,AL,Montgomery, ,B1,B,3956,0,0,0,0,0,0,0,0,0,0,0,1986.254781,192427.5074
100,0,AL,Montgomery, ,B2,B,3957,0,0,0,0,0,0,0,0,0,0,0,3976.424457,359042.568
101,0,AL,Montgomery, ,B3,B,3960,0,0,0,0,0,0,0,0,0,0,0,13383.74094,2648615.793
102,0,AL,Montgomery, ,C1,C,3965,0,0,0,0,0,0,0,0,0,0,0,16908.52763,6039583.626
103,0,AL,Montgomery, ,C2,C,3967,0,0,0,0,0,0,0,0,0,0,0,5163.310538,619322.419
104,0,AL,Montgomery, ,C3,C,3963,0,0,0,0,0,0,0,0,0,0,0,7929.191517,2622132.289
105,0,AL,Montgomery, ,C4,C,3958,0,0,0,0,0,0,0,0,0,0,0,4868.58203,629879.5762
106,0,AL,Montgomery, ,C5,C,3964,0,0,0,0,0,0,0,0,0,0,0,4010.624782,841737.8673
107,0,AL,Montgomery, ,C6,C,3952,0,0,0,0,0,0,0,0,0,0,0,3417.421632,720539.5121
108,0,AL,Montgomery, ,D1,D,3961,0,0,0,0,0,0,0,0,0,0,0,5980.228267,1439816.856
109,0,AL,Montgomery, ,D2,D,3962,0,0,0,0,0,0,0,0,0,0,0,4243.344788,627234.1911
110,0,AL,Montgomery, ,D3,D,3970,0,0,0,0,0,0,0,0,0,0,0,8340.568202,3912669.36
111,0,AL,Montgomery, ,D4,D,3968,0,0,0,0,0,0,0,0,0,0,0,5408.413377,1173488.959
112,0,AL,Montgomery, ,D5,D,3966,0,0,0,0,0,0,0,0,0,0,0,9824.973717,1566009.649
113,0,AL,Montgomery, ,D6,D,3959,0,0,0,0,0,0,0,0,0,0,0,14577.18945,5134771.613
114,0,AL,Montgomery, ,D7,D,3969,0,0,0,0,0,0,0,0,0,0,0,13896.42041,6354097.546
115,0,AR,Little Rock, ,A1,A,8532,0,0,0,0,0,0,0,0,0,0,0,7689.034266,1471494.439
116,0,AR,Little Rock, ,A2,A,8501,0,0,0,0,0,0,0,0,0,0,0,11867.30362,2974021.06
117,0,AR,Little Rock, ,A3,A,8508,0,0,0,0,0,0,0,0,0,0,0,3652.067586,465410.9056
118,0,AR,Little Rock, ,A4,A,8510,0,0,0,0,0,0,0,0,0,0,0,4403.615834,653763.3973
119,0,AR,Little Rock, ,A5,A,8527,0,0,0,0,0,0,0,0,0,0,0,5512.544776,1312776.254
120,0,AR,Little Rock, ,B1,B,8534,0,0,0,0,0,0,0,0,0,0,0,1597.614597,159111.4243
121,0,AR,Little Rock, ,B10,B,8521,0,0,0,0,0,0,0,0,0,0,0,2985.886582,332963.0059
122,0,AR,Little Rock, ,B11,B,8528,0,0,0,0,0,0,0,0,0,0,0,1295.849519,80731.38551
123,0,AR,Little Rock, ,B12,B,8526,0,0,0,0,0,0,0,0,0,0,0,1714.740717,134777.6781
124,0,AR,Little Rock, ,B2,B,8533,0,0,0,0,0,0,0,0,0,0,0,2684.323732,242037.7125
125,0,AR,Little Rock, ,B3,B,8502,0,0,0,0,0,0,0,0,0,0,0,8607.225817,1310973.116
126,0,AR,Little Rock, ,B4,B,8505,0,0,0,0,0,0,0,0,0,0,0,4027.071202,647180.9963
127,0,AR,Little Rock, ,B5,B,8503,0,0,0,0,0,0,0,0,0,0,0,2419.426894,224904.0137
128,0,AR,Little Rock, ,B6,B,8507,0,0,0,0,0,0,0,0,0,0,0,4302.845845,636578.5507
129,0,AR,Little Rock, ,B7,B,8511,0,0,0,0,0,0,0,0,0,0,0,6339.273329,747120.8839
130,0,AR,Little Rock, ,B8,B,8514,0,0,0,0,0,0,0,0,0,0,0,4453.329215,496939.024
131,0,AR,Little Rock, ,B9,B,8519,0,0,0,0,0,0,0,0,0,0,0,5497.513961,1174452.799
132,0,AR,Little Rock, ,C1,C,8504,0,0,0,0,0,0,0,0,0,0,0,18197.40689,5545695.313
133,0,AR,Little Rock, ,C10,C,8524,0,0,0,0,0,0,0,0,0,0,0,1695.140294,147031.9685
134,0,AR,Little Rock, ,C2,C,8517,0,0,0,0,0,0,0,0,0,0,0,2134.11118,190704.8628
135,0,AR,Little Rock, ,C3,C,8515,0,0,0,0,0,0,0,0,0,0,0,3801.437848,707782.4937
136,0,AR,Little Rock, ,C4,C,8512,0,0,0,0,0,0,0,0,0,0,0,7497.198667,1288727.528
137,0,AR,Little Rock, ,C5,C,8513,0,0,0,0,0,0,0,0,0,0,0,2984.715692,429669.7927
138,0,AR,Little Rock, ,C6,C,8516,0,0,0,0,0,0,0,0,0,0,0,3035.650957,549478.2119
139,0,AR,Little Rock, ,C7,C,8518,0,0,0,0,0,0,0,0,0,0,0,1619.026253,125840.1348
140,0,AR,Little Rock, ,C8,C,8522,0,0,0,0,0,0,0,0,0,0,0,2235.292003,288235.4732
141,0,AR,Little Rock, ,C9,C,8529,0,0,0,0,0,0,0,0,0,0,0,1347.289469,99214.87251
142,0,AR,Little Rock, ,D1,D,8500,0,0,0,0,0,0,0,0,0,0,0,1710.054342,166787.0904
143,0,AR,Little Rock, ,D2,D,8506,0,0,0,0,0,0,0,0,0,0,0,9896.969697,1583314.245
144,0,AR,Little Rock, ,D3,D,8509,0,0,0,0,0,0,0,0,0,0,0,17686.9357,5484401.516
145,0,AR,Little Rock, ,D4,D,8530,0,0,0,0,0,0,0,0,0,0,0,2873.227828,517762.1896
146,0,AR,Little Rock, ,D5,D,8531,0,0,0,0,0,0,0,0,0,0,0,4602.6054,817798.8164
147,0,AR,Little Rock, ,D6,D,8520,0,0,0,0,0,0,0,0,0,0,0,5789.341665,910469.9447
148,0,AR,Little Rock, ,D7,D,8523,0,0,0,0,0,0,0,0,0,0,0,6791.58527,1389516.176
149,0,AR,Little Rock, ,D8,D,8525,0,0,0,0,0,0,0,0,0,0,0,8171.586097,1078769.031
150,0,AZ,Phoenix, ,A1,A,8480,0,0,0,0,0,0,0,0,0,0,0,3206.54295,641730.544
151,0,AZ,Phoenix, ,A2,A,8479,0,0,0,0,0,0,0,0,0,0,0,3312.956475,498363.119
152,0,AZ,Phoenix, ,A3,A,8484,0,0,0,0,0,0,0,0,0,0,0,3370.01423,632400.8596
153,0,AZ,Phoenix, ,A4,A,8482,0,0,0,0,0,0,0,0,0,0,0,5132.045831,518563.3146
154,0,AZ,Phoenix, ,A5,A,8477,0,0,0,0,0,0,0,0,0,0,0,1595.965297,159137.9761
155,0,AZ,Phoenix, ,B1,B,8481,0,0,0,0,0,0,0,0,0,0,0,5769.209434,1245751.061
156,0,AZ,Phoenix, ,B2,B,8478,0,0,0,0,0,0,0,0,0,0,0,2873.616011,420900.7988
157,0,AZ,Phoenix, ,B3,B,8476,0,0,0,0,0,0,0,0,0,0,0,6599.333548,1212652.304
158,0,AZ,Phoenix, ,B4,B,8487,0,0,0,0,0,0,0,0,0,0,0,4310.913704,867655.7112
159,0,AZ,Phoenix, ,B5,B,8488,0,0,0,0,0,0,0,0,0,0,0,6134.650226,1774451.435
160,0,AZ,Phoenix, ,B6,B,8490,0,0,0,0,0,0,0,0,0,0,0,8023.228968,3843605.483
161,0,AZ,Phoenix, ,B7,B,8486,0,0,0,0,0,0,0,0,0,0,0,6635.6504,1785351.286
162,0,AZ,Phoenix, ,B8,B,8483,0,0,0,0,0,0,0,0,0,0,0,6163.154901,1649451.671
163,0,AZ,Phoenix, ,C1,C,8475,0,0,0,0,0,0,0,0,0,0,0,11958.05368,3631321.002
164,0,AZ,Phoenix, ,C2,C,8485,0,0,0,0,0,0,0,0,0,0,0,8003.771123,1122262.754
165,0,AZ,Phoenix, ,C3,C,8489,0,0,0,0,0,0,0,0,0,0,0,5981.956636,1615929.864
166,0,AZ,Phoenix, ,C4,C,8493,0,0,0,0,0,0,0,0,0,0,0,6429.301107,1692875.512
167,0,AZ,Phoenix, ,D1,D,8492,0,0,0,0,0,0,0,0,0,0,0,3099.615092,515620.3318
168,0,AZ,Phoenix, ,D2,D,8494,0,0,0,0,0,0,0,0,0,0,0,4520.462257,706856.9808
169,0,AZ,Phoenix, ,D3,D,8496,0,0,0,0,0,0,0,0,0,0,0,4215.425998,690898.814
170,0,AZ,Phoenix, ,D4,D,8495,0,0,0,0,0,0,0,0,0,0,0,8727.095833,2810633.917
171,0,AZ,Phoenix, ,D5,D,8498,0,0,0,0,0,0,0,0,0,0,0,11043.76178,5198802.491
172,0,AZ,Phoenix, ,D6,D,8499,0,0,0,0,0,0,0,0,0,0,0,7766.801972,1932099.088
173,0,AZ,Phoenix, ,D7,D,8491,0,0,0,0,0,0,0,0,0,0,0,4549.108447,1088719.246
174,0,AZ,Phoenix, ,D8,D,8497,0,0,0,0,0,0,0,0,0,0,0,2547.483674,291944.3447
175,0,CA,Fresno, ,A1,A,604,0,0,0,0,0,0,0,0,0,0,0,3288.577973,386306.0921
176,0,CA,Fresno, ,A2,A,605,0,0,0,0,0,0,0,0,0,0,0,1475.236446,101564.9478
177,0,CA,Fresno, ,B1,B,608,0,0,0,0,0,0,0,0,0,0,0,2509.928401,331024.1942
178,0,CA,Fresno, ,B2,B,8034,0,0,0,0,0,0,0,0,0,0,0,10641.28675,1793288.524
179,0,CA,Fresno, ,B3,B,615,0,0,0,0,0,0,0,0,0,0,0,9336.613983,1066212.605
180,0,CA,Fresno, ,B4,B,619,0,0,0,0,0,0,0,0,0,0,0,4507.503921,652509.4905
181,0,CA,Fresno, ,B5,B,606,0,0,0,0,0,0,0,0,0,0,0,1566.077818,158420.0037
182,0,CA,Fresno, ,C1,C,629,0,0,0,0,0,0,0,0,0,0,0,1953.228081,227641.9693
183,0,CA,Fresno, ,C2,C,610,0,0,0,0,0,0,0,0,0,0,0,7939.54031,2209266.56
184,0,CA,Fresno, ,C3,C,607,0,0,0,0,0,0,0,0,0,0,0,12459.49815,1684994.59
185,0,CA,Fresno, ,C4,C,612,0,0,0,0,0,0,0,0,0,0,0,20048.21856,7079689.158
186,0,CA,Fresno, ,C5,C,614,0,0,0,0,0,0,0,0,0,0,0,10122.75072,2345964.525
187,0,CA,Fresno, ,C6,C,624,0,0,0,0,0,0,0,0,0,0,0,2300.877584,249449.3412
188,0,CA,Fresno, ,C7,C,627,0,0,0,0,0,0,0,0,0,0,0,10223.7331,2570676.845
189,0,CA,Fresno, ,C8,C,622,0,0,0,0,0,0,0,0,0,0,0,3001.801101,505826.0099
190,0,CA,Fresno, ,C9,C,616,0,0,0,0,0,0,0,0,0,0,0,12061.28204,2227031.194
191,0,CA,Fresno, ,D1,D,609,0,0,0,0,0,0,0,0,0,0,0,3592.275041,599847.9436
192,0,CA,Fresno, ,D2,D,613,0,0,0,0,0,0,0,0,0,0,0,4447.306308,917895.0975
193,0,CA,Fresno, ,D3,D,625,0,0,0,0,0,0,0,0,0,0,0,2376.767829,157269.1267
194,0,CA,Fresno, ,D4,D,626,0,0,0,0,0,0,0,0,0,0,0,8242.109837,2079095.708
195,0,CA,Fresno, ,D5,D,628,0,0,0,0,0,0,0,0,0,0,0,5656.050398,1366213.627
196,0,CA,Fresno, ,D6,D,623,0,0,0,0,0,0,0,0,0,0,0,2574.757252,347893.503
197,0,CA,Fresno, ,D7,D,620,0,0,0,0,0,0,0,0,0,0,0,1590.674808,133607.9549
198,0,CA,Fresno, ,D8,D,617,0,0,0,0,0,0,0,0,0,0,0,4002.037867,670062.2911
199,0,CA,Los Angeles, ,A1,A,7761,0,0,0,0,0,0,0,0,0,0,0,13398.52931,3437296.517
200,1,CA,Los Angeles, ,A10,A,7775,0,0,0,0,61,0,1,167,167,0,0,7243.854502,1855241.785
201,1,CA,Los Angeles, ,A11,A,7808,0,0,0,0,61,0,1,167,167,0,0,4229.69818,611484.0943
202,0,CA,Los Angeles, ,A12,A,8025,0,0,0,0,0,0,0,0,0,0,0,12773.7333,2646973.933
203,0,CA,Los Angeles, ,A13,A,7608,0,0,0,0,0,0,0,0,0,0,0,7312.579421,1356950.918
204,1,CA,Los Angeles, ,A14,A,7797,0,0,0,0,61,0,1,167,167,0,0,11890.30068,2690783.193
205,1,CA,Los Angeles, ,A15,A,7796,0,0,0,0,61,0,1,167,167,0,0,16075.78338,3862388.787
206,1,CA,Los Angeles, ,A16,A,7840,0,0,0,0,61,0,1,167,167,0,0,18773.31184,3404452.49
207,1,CA,Los Angeles, ,A17,A,7873,0,0,0,0,61,0,1,167,167,0,0,5820.759568,733691.939
208,1,CA,Los Angeles, ,A18,A,7812,0,0,0,0,61,0,1,167,167,0,0,8798.184919,2416103.245
209,1,CA,Los Angeles, ,A19,A,7804,0,0,0,0,61,0,1,167,167,0,0,4171.534705,989744.0275
210,0,CA,Los Angeles, ,A2,A,7751,0,0,0,0,0,0,0,0,0,0,0,6358.51954,1789927.974
211,1,CA,Los Angeles, ,A20,A,7778,0,0,0,0,61,0,1,167,167,0,0,3925.155068,881254.0666
212,1,CA,Los Angeles, ,A21,A,7777,0,0,0,0,61,0,1,167,167,0,0,3554.199407,694245.2398
213,1,CA,Los Angeles, ,A22,A,7794,0,0,0,0,61,0,1,167,167,0,0,2694.990172,447625.4583
214,0,CA,Los Angeles, ,A23,A,7822,0,0,0,0,0,0,0,0,0,0,0,3090.600534,476749.003
215,0,CA,Los Angeles, ,A24,A,7823,0,0,0,0,0,0,0,0,0,0,0,1291.916853,84125.01179
216,0,CA,Los Angeles, ,A25,A,7692,0,0,0,0,0,0,0,0,0,0,0,5346.820974,888571.443
217,0,CA,Los Angeles, ,A26,A,7691,0,0,0,0,0,0,0,0,0,0,0,8399.167808,1492100.436
218,0,CA,Los Angeles, ,A27,A,7685,0,0,0,0,0,0,0,0,0,0,0,9041.585491,1839807.269
219,0,CA,Los Angeles, ,A28,A,7682,0,0,0,0,0,0,0,0,0,0,0,5882.952692,801221.3347
220,0,CA,Los Angeles, ,A29,A,7695,0,0,0,0,0,0,0,0,0,0,0,6702.35439,1804162.415
